주성분코드,성분명,제형,id
189201ATB,mefruside,"정제,저작정 ",4657
189301ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4658
189301ATB,megestrol acetate,"정제,저작정 ",4659
189302ATB,megestrol acetate,"정제,저작정 ",4660
189303ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4661
189304ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4662
189330ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4663
189331ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4664
189333ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4665
189334ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4666
189335ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4667
189336ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4668
189337ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4669
189338ASS,megestrol acetate,"현탁액제,현탁액용정제,현탁액용산제 ",4670
189401BIJ,meglumine amidotrizoate,주사제 ,4671
189402BIJ,meglumine amidotrizoate,주사제 ,4672
189501BIJ,meglumine iothalanic,주사제 ,4673
189601ATB,melilotus ext.,"정제,저작정 ",4674
189601BIJ,melilotus ext.,주사제 ,4675
189602ACH,melilotus ext.,경질캡슐제 ,4676
189603BIJ,melilotus ext.,주사제 ,4677
189604ATB,melilotus ext.,"정제,저작정 ",4678
189701ACH,meloxicam,경질캡슐제 ,4679
189701ATB,meloxicam,"정제,저작정 ",4680
189701ATD,meloxicam,"확산정, 속붕정, 구강붕해정 ",4681
189702ACH,meloxicam,경질캡슐제 ,4682
189702ATD,meloxicam,"확산정, 속붕정, 구강붕해정 ",4683
189702BIJ,meloxicam,주사제 ,4684
189801ATB,melperone HCl,"정제,저작정 ",4685
189802ATB,melperone HCl,"정제,저작정 ",4686
189901ATB,melphalan,"정제,저작정 ",4687
189902BIJ,melphalan,주사제 ,4688
190001ALQ,memantine hydrochloride (as memantine),액제 ,4689
190001ATB,memantine hydrochloride (as memantine),"정제,저작정 ",4690
190001BIJ,memantine HCl,주사제 ,4691
190002ASY,memantine HCl,"시럽제,건조시럽 ",4692
190003ATD,memantine hydrochloride,"확산정, 속붕정, 구강붕해정 ",4693
190004ATB,memantine hydrochloride,"정제,저작정 ",4694
190004ATD,memantine hydrochloride,"확산정, 속붕정, 구강붕해정 ",4695
190005ATB,memantine hydrochloride,"정제,저작정 ",4696
190030ASY,memantine hydrochloride,"시럽제,건조시럽 ",4697
190031ALQ,memantine hydrochloride (as memantine),액제 ,4698
190032ALQ,memantine hydrochloride (as memantine),액제 ,4699
190101ACS,menatetrenone,연질캡슐제 ,4700
190201BIJ,menotrophin,주사제 ,4701
190202BIJ,menotrophin,주사제 ,4702
190301ATB,mepartricin sodium lauryl sulfate,"정제,저작정 ",4703
190301ATE,mepartricin sodium lauryl sulfate,장용정제 ,4704
190302CTB,mepartricin sodium lauryl sulfate,"정제,저작정 ",4705
190401BIJ,mepivacaine hydrochloride,주사제 ,4706
190402BIJ,mepivacaine hydrochloride,주사제 ,4707
190403BIJ,mepivacaine HCl,주사제 ,4708
190430BIJ,mepivacaine hydrochloride,주사제 ,4709
190431BIJ,mepivacaine hydrochloride,주사제 ,4710
190501ASY,mequitazine,"시럽제,건조시럽 ",4711
190502ATB,mequitazine,"정제,저작정 ",4712
190530ASY,mequitazine,"시럽제,건조시럽 ",4713
190531ASY,mequitazine,"시럽제,건조시럽 ",4714
190532ASY,mequitazine,"시럽제,건조시럽 ",4715
190601ATB,mercaptopurine hydrate,"정제,저작정 ",4716
190701BIJ,meropenem,주사제 ,4717
190702BIJ,meropenem,주사제 ,4718
190703BIJ,meropenem,주사제 ,4719
190704BIJ,meropenem,주사제 ,4720
190801ATB,mesalazine,"정제,저작정 ",4721
190801ATE,mesalazine,장용정제 ,4722
190802AGN,mesalazine,"과립제,세립 ",4723
190802AGR,mesalazine,서방형과립제 ,4724
190802ATR,mesalazine,서방형정제 ,4725
190802CLQ,mesalazine,액제 ,4726
190802CSP,mesalazine,좌제 ,4727
190803ATR,mesalazine,서방형정제 ,4728
190803CSP,mesalazine,좌제 ,4729
190804CSP,mesalazine,좌제 ,4730
190805AGN,mesalazine,"과립제,세립 ",4731
190805ATB,mesalazine,"정제,저작정 ",4732
190806AGR,mesalazine,서방형과립제 ,4733
190806CLQ,mesalazine,액제 ,4734
190807CLQ,mesalazine,액제 ,4735
190808ATE,mesalazine,장용정제 ,4736
190808ATM,mesalazine,,4737
190808ATR,mesalazine,서방형정제 ,4738
190809ATE,mesalazine,장용정제 ,4739
190809ATM,mesalazine,,4740
190809ATR,mesalazine,서방형정제 ,4741
190810CEN,mesalazine,포말 ,4742
190811ATE,mesalazine,장용정제 ,4743
190811ATR,mesalazine ,서방형정제 ,4744
190812ATR,mesalazine,서방형정제 ,4745
190830CLQ,mesalazine,액제 ,4746
190831CLQ,mesalazine,액제 ,4747
190832CLQ,mesalazine,액제 ,4748
190833CLQ,mesalazine,액제 ,4749
190901BIJ,mesna,주사제 ,4750
190902CLQ,mesna,액제 ,4751
190903BIJ,mesna,주사제 ,4752
190904CSI,mesna,분무제 및 흡입제 ,4753
190930BIJ,mesna,주사제 ,4754
190931BIJ,mesna,주사제 ,4755
191001ATB,mesoridazine besylate,"정제,저작정 ",4756
191002ATB,mesoridazine besylate,"정제,저작정 ",4757
191003ATB,mesoridazine besylate,"정제,저작정 ",4758
191004ATB,mesoridazine besylate,"정제,저작정 ",4759
191101ATB,mesterolone,"정제,저작정 ",4760
191201ATB,metadoxine,"정제,저작정 ",4761
191301ACH,metampicillin sodium,경질캡슐제 ,4762
191302ACH,metampicillin sodium,경질캡슐제 ,4763
191302ATB,metampicillin sodium,"정제,저작정 ",4764
191302BIJ,metampicillin sodium,주사제 ,4765
191401ATB,metergoline,"정제,저작정 ",4766
191501ATB,metformin hydrochloride,"정제,저작정 ",4767
191502AGR,metformin HCl,서방형과립제 ,4768
191502ATB,metformin hydrochloride,"정제,저작정 ",4769
191502ATR,metformin hydrochloride,서방형정제 ,4770
191503ATB,metformin hydrochloride,"정제,저작정 ",4771
191503ATR,metformin hydrochloride,서방형정제 ,4772
191504ATB,metformin hydrochloride,"정제,저작정 ",4773
191504ATR,metformin hydrochloride,서방형정제 ,4774
191505ATR,metformin hydrochloride,서방형정제 ,4775
191601ACH,methacycline hydrochloride,경질캡슐제 ,4776
191602ACH,methacycline hydrochloride,경질캡슐제 ,4777
191701ATB,methazolamide,"정제,저작정 ",4778
191801ATB,methimazole,"정제,저작정 ",4779
191802ATB,methimazole,"정제,저작정 ",4780
191803ATB,methimazole,"정제,저작정 ",4781
191901ACS,methionine,연질캡슐제 ,4782
191901ATB,methionine,"정제,저작정 ",4783
191902ATB,DL-methionine,"정제,저작정 ",4784
192001ATB,methocarbamol,"정제,저작정 ",4785
192002BIJ,methocarbamol,주사제 ,4786
192003ATB,methocarbamol,"정제,저작정 ",4787
192003BIJ,methocarbamol,주사제 ,4788
192004ATB,methocarbamol,"정제,저작정 ",4789
192030BIJ,methocarbamol,주사제 ,4790
192031BIJ,methocarbamol,주사제 ,4791
192032BIJ,methocarbamol,주사제 ,4792
192033BIJ,methocarbamol,주사제 ,4793
192101ATB,methotrexate,"정제,저작정 ",4794
192101BIJ,methotrexate,주사제 ,4795
192102BIJ,methotrexate,주사제 ,4796
192103BIJ,methotrexate,주사제 ,4797
192104BIJ,methotrexate,주사제 ,4798
192105BIJ,methotrexate,주사제 ,4799
192106BIJ,methotrexate,주사제 ,4800
192107ATB,methotrexate,"정제,저작정 ",4801
192107BIJ,methotrexate,주사제 ,4802
192108BIJ,methotrexate,주사제 ,4803
192109BIJ,methotrexate,주사제 ,4804
192110BIJ,methotrexate,주사제 ,4805
192111BIJ,methotrexate,주사제 ,4806
192112BIJ,methotrexate,주사제 ,4807
192132BIJ,methotrexate,주사제 ,4808
192134BIJ,methotrexate,주사제 ,4809
192136BIJ,methotrexate,주사제 ,4810
192138BIJ,methotrexate,주사제 ,4811
192139BIJ,methotrexate,주사제 ,4812
192140BIJ,methotrexate,주사제 ,4813
192141BIJ,methotrexate,주사제 ,4814
192142BIJ,methotrexate,주사제 ,4815
192143BIJ,methotrexate,주사제 ,4816
192144BIJ,methotrexate,주사제 ,4817
192145BIJ,methotrexate,주사제 ,4818
192146BIJ,methotrexate,주사제 ,4819
192201ACH,methoxsalen,경질캡슐제 ,4820
192201CLT,methoxsalen,로션제 ,4821
192202COM,methoxsalen,연고제 ,4822
192203BIJ,methoxsalen,주사제 ,4823
192230COM,methoxsalen,연고제 ,4824
192301ATB,methoxyphenamine HCl,"정제,저작정 ",4825
192401ATB,"methyl-N,S-diacetylcysteine","정제,저작정 ",4826
192501ATB,methyl testosterone,"정제,저작정 ",4827
192502ATB,methyltestosterone,"정제,저작정 ",4828
192601ATB,methylcysteine hydrochloride,"정제,저작정 ",4829
192602ATB,methylcysteine HCl,"정제,저작정 ",4830
192701ATB,methyldopa,"정제,저작정 ",4831
192702APD,methyldopa,산제 ,4832
192801BIJ,methylene blue,주사제 ,4833
192802BIJ,methylene blue,주사제 ,4834
192803BIJ,methylene blue,주사제 ,4835
192804BIJ,methylene blue,주사제 ,4836
192901ATB,methylergometrine maleate,"정제,저작정 ",4837
192902ATB,methylergometrine maleate,"정제,저작정 ",4838
193001BIJ,methylergonovine maleate,주사제 ,4839
193030BIJ,methylergonovine maleate,주사제 ,4840
193101ACH,methylol cephalexin lysinate,경질캡슐제 ,4841
193101ATB,methylol cephalexin lysinate,"정제,저작정 ",4842
193102BIJ,methylol cephalexin lysinate,주사제 ,4843
193103BIJ,methylol cephalexin lysinate,주사제 ,4844
193201ACH,methylphenidate HCl,경질캡슐제 ,4845
193201ACR,methylphenidate hydrochloride,서방캡슐제 ,4846
193201ATB,methylphenidate hydrochloride,"정제,저작정 ",4847
193202ACH,methylphenidate HCl,경질캡슐제 ,4848
193202ACR,methylphenidate hydrochloride,서방캡슐제 ,4849
193202ATB,methylphenidate hydrochloride,"정제,저작정 ",4850
193203ATR,methylphenidate hydrochloride,서방형정제 ,4851
193204ATR,methylphenidate hydrochloride,서방형정제 ,4852
193205ACH,methylphenidate HCl,경질캡슐제 ,4853
193205ACR,methylphenidate hydrochloride,서방캡슐제 ,4854
193206ATD,methylphenidate hydrochloride,"확산정, 속붕정, 구강붕해정 ",4855
193206ATR,methylphenidate hydrochloride,서방형정제 ,4856
193207ACH,methylphenidate HCl,경질캡슐제 ,4857
193207ACR,methylphenidate hydrochloride,서방캡슐제 ,4858
193208ACH,methylphenidate HCl,경질캡슐제 ,4859
193208ACR,methylphenidate hydrochloride,서방캡슐제 ,4860
193209ATR,methylphenidate hydrochloride,서방형정제 ,4861
193210ACH,methylphenidate HCl,경질캡슐제 ,4862
193210ACR,methylphenidate hydrochloride,서방캡슐제 ,4863
193211ACR,methylphenidate hydrochloride,서방캡슐제 ,4864
193301ATB,methylprednisolone,"정제,저작정 ",4865
193302ATB,methylprednisolone,"정제,저작정 ",4866
193303ATB,methylprednisolone,"정제,저작정 ",4867
193304ATB,methylprednisolone,"정제,저작정 ",4868
193305ATB,methylprednisolone,"정제,저작정 ",4869
193401CCM,methylprednisolone aceponate,"크림제,겔제,젤리 ",4870
193401CLT,methylprednisolone aceponate,로션제 ,4871
193401COM,methylprednisolone aceponate,연고제 ,4872
193430COM,methylprednisolone aceponate,연고제 ,4873
193431CLT,methylprednisolone aceponate,로션제 ,4874
193432CCM,methylprednisolone aceponate,"크림제,겔제,젤리 ",4875
193432CLT,methylprednisolone aceponate,로션제 ,4876
193432COM,methylprednisolone aceponate,연고제 ,4877
193433CCM,methylprednisolone aceponate,"크림제,겔제,젤리 ",4878
193433COM,methylprednisolone aceponate,연고제 ,4879
193434CLT,methylprednisolone aceponate,로션제 ,4880
193435CLT,methylprednisolone aceponate,로션제 ,4881
193436CCM,methylprednisolone aceponate,"크림제,겔제,젤리 ",4882
193437CCM,methylprednisolone aceponate,"크림제,겔제,젤리 ",4883
193438CLT,methylprednisolone aceponate,로션제 ,4884
193501BIJ,methylprednisolone acetate,주사제 ,4885
193502BIJ,methylprednisolone acetate,주사제 ,4886
193530BIJ,methylprednisolone acetate,주사제 ,4887
193531BIJ,methylprednisolone acetate,주사제 ,4888
193601BIJ,methylprednisolone sodium succinate (as methylprednisolone),주사제 ,4889
193602BIJ,methylprednisolone sodium succinate (as methylprednisolone),주사제 ,4890
193603BIJ,methylprednisolone sodium succinate (as methylprednisolone),주사제 ,4891
193604BIJ,methylprednisolone sodium succinate (as methylprednisolone),주사제 ,4892
193605BIJ,methylprednisolone sodium succinate,주사제 ,4893
193701ACH,metoclopramide HCl,경질캡슐제 ,4894
193701ATB,metoclopramide,"정제,저작정 ",4895
193702BIJ,metoclopramide HCl,주사제 ,4896
193703BIJ,metoclopramide HCl,주사제 ,4897
193704APD,metoclopramide HCl,산제 ,4898
193705ALQ,metoclopramide HCl,액제 ,4899
193706CSI,metoclopramide HCl,분무제 및 흡입제 ,4900
193707CSI,metoclopramide HCl,분무제 및 흡입제 ,4901
193708ATR,metoclopramide hydrochloride hydrate (as metoclopramide hydrochloride),서방형정제 ,4902
193709ALQ,metoclopramide HCl,액제 ,4903
193710ALQ,metoclopramide HCl,액제 ,4904
193730BIJ,metoclopramide hydrochloride,주사제 ,4905
193801ATR,metoclopramide HCl,서방형정제 ,4906
193801BIJ,metoprolol tartrate,주사제 ,4907
193802ATB,metoprolol tartrate,"정제,저작정 ",4908
193901BIJ,metocurine iodide,주사제 ,4909
194001ATB,metoprolol tartrate,"정제,저작정 ",4910
194002BIJ,metoprolol tartrate,주사제 ,4911
194003ATB,metoprolol tartrate,"정제,저작정 ",4912
194003ATR,metoprolol succinate,서방형정제 ,4913
194004ATB,metoprolol tartrate,"정제,저작정 ",4914
194004ATR,metoprolol succinate,서방형정제 ,4915
194005ATR,metoprolol succinate,서방형정제 ,4916
194101ATB,metronidazole,"정제,저작정 ",4917
194102BIJ,metronidazole,주사제 ,4918
194103CCM,metronidazole,"크림제,겔제,젤리 ",4919
194104BIJ,metronidazole,주사제 ,4920
194105CCM,metronidazole,"크림제,겔제,젤리 ",4921
194106ATB,metronidazole,"정제,저작정 ",4922
194130CCM,metronidazole,"크림제,겔제,젤리 ",4923
194131BIJ,metronidazole,주사제 ,4924
194131CCM,metronidazole,"크림제,겔제,젤리 ",4925
194132CCM,metronidazole,"크림제,겔제,젤리 ",4926
194133CCM,metronidazole,"크림제,겔제,젤리 ",4927
194201ATB,mexazolam,"정제,저작정 ",4928
194202APD,mexazolam,산제 ,4929
194202ATB,mexazolam,"정제,저작정 ",4930
194301ACH,mexiletine hydrochloride,경질캡슐제 ,4931
194302ACH,mexiletine HCl,경질캡슐제 ,4932
194401BIJ,mezlocillin sodium,주사제 ,4933
194402BIJ,mezlocillin sodium,주사제 ,4934
194501ATB,mianserine HCl,"정제,저작정 ",4935
194502ATB,mianserine HCl,"정제,저작정 ",4936
194503ATB,mianserine HCl,"정제,저작정 ",4937
194601ATB,mical,"정제,저작정 ",4938
194602ATB,mical,"정제,저작정 ",4939
194701ACH,microemulsion cyclosporine,경질캡슐제 ,4940
194701ACS,microemulsion cyclosporine,연질캡슐제 ,4941
194701ALQ,microemulsion cyclosporine,액제 ,4942
194702ACH,microemulsion cyclosporine,경질캡슐제 ,4943
194702ACS,microemulsion cyclosporine,연질캡슐제 ,4944
194703ACS,microemulsion cyclosporine,연질캡슐제 ,4945
194730ALQ,microemulsion cyclosporine,액제 ,4946
194731ALQ,microemulsion cyclosporine,액제 ,4947
194801CDS,microfibrillar collagen hydrochloride,스폰지 및 드레싱 ,4948
194801CPD,microfibrillar collagen HCl,산제 ,4949
194802CDS,microfibrillar collagen hydrochloride,스폰지 및 드레싱 ,4950
194802CPD,microfibrillar collagen HCl,산제 ,4951
194803CDS,microfibrillar collagen hydrochloride,스폰지 및 드레싱 ,4952
194901ACH,fenofibrate granule(micronized) (as fenofibrate),경질캡슐제 ,4953
194901ATB,micronized fenofibrate,"정제,저작정 ",4954
194902ACH,fenofibrate granule(micronized) (as fenofibrate),경질캡슐제 ,4955
194930ACH,fenofibrate(micronized),경질캡슐제 ,4956
194930ATB,fenofibrate(micronized),"정제,저작정 ",4957
195001ACS,micronized progesterone,연질캡슐제 ,4958
195001CCS,micronized progesterone,연질캡슐제 ,4959
195001CTB,micronized progesterone,"정제,저작정 ",4960
195002CCS,micronized progesterone,연질캡슐제 ,4961
195002CSP,micronized progesterone,좌제 ,4962
195101BIJ,micronomicin sulfate,주사제 ,4963
195102COS,micronomicin sulfate,점안제,4964
195103BIJ,micronomicin sulfate,주사제 ,4965
195201BIJ,midazolam,주사제 ,4966
195202BIJ,midazolam,주사제 ,4967
195203BIJ,midazolam,주사제 ,4968
195204BIJ,midazolam,주사제 ,4969
195230BIJ,midazolam,주사제 ,4970
195231BIJ,midazolam,주사제 ,4971
195232BIJ,midazolam,주사제 ,4972
195301ATB,midazolam maleate,"정제,저작정 ",4973
195401ACH,midecamycin,경질캡슐제 ,4974
195501ASY,midecamycin acetate,"시럽제,건조시럽 ",4975
195501ATB,midecamycin acetate,"정제,저작정 ",4976
195502ASY,midecamycin acetate,"시럽제,건조시럽 ",4977
195530ASY,midecamycin acetate,"시럽제,건조시럽 ",4978
195531ASY,midecamycin acetate,"시럽제,건조시럽 ",4979
195532ASY,midecamycin acetate,"시럽제,건조시럽 ",4980
195601ATB,midodrine hydrochloride,"정제,저작정 ",4981
195701BIJ,milrinone,주사제 ,4982
195730BIJ,milrinone,주사제 ,4983
195801ATB,minaprin HCl,"정제,저작정 ",4984
195901ACH,minocycline HCl,경질캡슐제 ,4985
195901BIJ,minocycline HCl,주사제 ,4986
195903ACH,minocycline hydrochloride,경질캡슐제 ,4987
195904CDS,minocycline HCl,스폰지 및 드레싱 ,4988
195904CPL,minocycline hydrochloride,"경고제,첩부제 ",4989
195905APD,minocycline HCl,산제 ,4990
195905COM,minocycline hydrochloride (as minocycline),연고제 ,4991
195906COM,minocycline hydrochloride (as minocycline),연고제 ,4992
195907COM,minocycline hydrochloride (as minocycline)   ,연고제 ,4993
195930COM,minocycline hydrochloride (as minocycline),연고제 ,4994
195931COM,minocycline hydrochloride (as minocycline),연고제 ,4995
195932COM,minocycline hydrochloride ,연고제 ,4996
195933COM,minocycline hydrochloride ,연고제 ,4997
195934COM,minocycline hydrochloride,연고제 ,4998
196001COM,minocylin HCl,연고제 ,4999
196101ATB,minoxidil,"정제,저작정 ",5000
196101CLQ,minoxidil,액제 ,5001
196102ATB,minoxidil,"정제,저작정 ",5002
196103CCM,minoxidil,"크림제,겔제,젤리 ",5003
196103CLQ,minoxidil,액제 ,5004
196103CLT,minoxidil,로션제 ,5005
196104CCM,minoxidil,"크림제,겔제,젤리 ",5006
196104CLQ,minoxidil,액제 ,5007
196105CLQ,minoxidil,액제 ,5008
196105CLT,minoxidil,로션제 ,5009
196106CLQ,minoxidil,액제 ,5010
196107CAE,minoxidil,에어로솔제 ,5011
196107CLQ,minoxidil,액제 ,5012
196108CCM,minoxidil,"크림제,겔제,젤리 ",5013
196108CLQ,minoxidil,액제 ,5014
196109CCM,minoxidil,"크림제,겔제,젤리 ",5015
196110CLQ,minoxidil,액제 ,5016
196111CLQ,minoxidil,액제 ,5017
196112CLQ,minoxidil,액제 ,5018
196113CLQ,minoxidil,액제 ,5019
196114CLQ,minoxidil,액제 ,5020
196115CLQ,minoxidil,액제 ,5021
196116CLQ,minoxidil,액제 ,5022
196118CLQ,minoxidil,액제 ,5023
196119CLQ,minoxidil,액제 ,5024
196120CLQ,minoxidil,액제 ,5025
